Location,Latitude,Longitude
"Berovo, Bitola, Brod, Debar, Delcevo, Demir Hisar, Gevgelija, Gostivar, Kavadarci, Kicevo, Kocani, Kratovo, Kriva Palanka, Krusevo, Kumanovo, Negotino, Ohrid, Prilep, Probistip, Radovic, Resen, Skopje, Stip, Struga, Strumica, Sveti Nikole, Tetovo, Valandovo, Veles, Vinica provinces",42.0818061,22.1191757
Abeibara district (Kidal province),19.11,1.75
"Arxangai, Bayan-O'lgii, Bayanxongor, Bulgan, Darxan-Uul, Dornod, Dornogovi, Dundgovi, Govi-Altai, Govisu'mber, O'mnogovi, Orxon, O'vorxangai, Selenge, Su'xbaatar, To'v, Ulaanbaatar, Uvs, Xentii, Xovd, Xo'vsgol, Zavxan provinces",47.99500949999999,113.9371898
"Matutuine, Manhica, Magude, Marracuene districts (Maputo province), Chibuto, Chokwe, Mabalane districts (Gaza Province), Inhambane, Sofala, Manica, Tete provinces",-24.6967014,33.544808
"Cabo Delgado, Gaza, Inhambane, Manica, Nampula, Niassa, Sofala, Tete, Zambezia, Maputo, Lago niassa provinces",-15.1266347,39.2687161
"Angoche, Moma, Mogincual districts (Nampula province)",-15.3837989,40.1862129
Maputo,-25.969248,32.5731746
"Catembe (Maputo province), Sofala Provinces, Beira, Chimoio (Manica province)",-19.1054879,33.4607744
"Zambezia, Nampula provinces",-14.7604931,39.3206241
"Pebane, Milange districts (Zambezia Province)",-16.0968316,35.7720754
,,
"Chikwawa, Nsanje districts (Southern Region province), Karonga district (Northern Region province), Nkhotakota district (Central Region province)",-16.9205934,35.253304
"Kuala Krai, Pasir Puteh, Kota Bharu, Pasir Mas, Tumpat districts (Kelantan province), Kubang Pasu, Kota Setar, Padang Terap districts (Kedah province), Besut district (Terengganu province)",5.836163,102.4077409
"Johor, Selangar, Penang, Kedah, Terengganu states",5.414130699999999,100.3287506
Sarawak,2.5574285,113.0011989
Pulau Pinang province,5.263234100000001,100.4846227
"Nankudu, Engela districts",-17.7397284,18.7330271
"Mariental Rural, Mariental Urban districts (Hardap province)",-24.5997626,17.9413323
"Niamey, Kirni N'Konni, Téra",13.5115963,2.1253854
"Diffa, Zinder, Dosso",13.8018124,8.98527
"Dosso, Maradi provinces",13.5009779,7.103639599999999
"Nadara, Tahoua region",14.483333,5.316667
Lagos province,6.5243793,3.3792057
"Amakor, Nanka villages (Orumba North district, Anambra province)",6.0613597,7.0848063
"Atakumosa West, Atakumosa East districts (Osun province)",7.4771604,4.789873099999999
Kano state,11.7470698,8.5247107
Ogun state,6.997974699999999,3.4737378
Ondo state,6.9148682,5.1478144
"Sokoto North, Sokoto South districts (Sokoto province)",13.0377178,5.2280248
"Benin City town (Ikpoba-Okha district, Edo province)",6.334986,5.6037465
Cross River province,5.8701724,8.5988014
Zamfara province,12.1221805,6.2235819
Gusau district (Zamfara province),12.1628466,6.674504199999999
Kebbi province,11.4942003,4.2333355
El Viejo district (Chinandega province),12.6583137,-87.1672193
"Laguna de Apoyo nature reserve (Masaya district, Masaya province)",11.9704485,-86.0886366
El Rama district (Atlantico Sur province),12.1630333,-84.2199753
"Léon, Chinandega, Managua, Granada, Rivas provinces",12.1149926,-86.2361744
"Baerum, Enebakk, Loerenskog, Nesodden, Nittedal, Oppegaard, Skedsmo, Ski districts (Akershus province), Ringerike district (Buskerud province), Lunner district (Oppland province), Oslo district (Oslo province)",59.8661741,10.6623629
,,
"Argakhachi, Lalitpur, Morang, Baitadi, Bhojpur, Gorkha, Baglung, Makawanpur, Dailekh, Ilam, Lamjung, Sarlahi, Parsa, Jhapa, Panchthar, Sunsari, Tarahthum, Dolakha, Kailali, Taplejung, Tanahu, Salyan, Kaski, Siraha, Saptari, Rautahat, Dhading, Darchula, Banke districts",28.2811834,83.7889479
"Dhading, Lalitpur areas (Bagmati district, Central province), Dolakha, Sarlahi areas (Janakpur district, Central province), Makwanpur, Parsa, Rautahat areas (Narayani district, Central province), Bhojpur, Morang, Sunsari, Terhathum areas (Koshi district, Eastern province), Siraha, Saptari areas (Sagarmatha district, Eastern province), Baitadi, Darchula areas (Mahakali district, Far Western province), Kailali area (Seti district, Far Western province), Banke, Dailekh areas (Bheri district, Mid Western province), Salyan area (Rapti district, Mid Western province), Baglung area (Dhawalagiri district, Western province), Argakhachi area (Lumbini district, Western province), Gorkha, Lamjung, Tanahu, Kaski areas (Gandaki district, Western province), Mechi district (Eastern province)",26.9627141,85.56121
"Bogor district (Jawa Barat province), Bojonegoro, Jember, Kota Jember districts (Jawa Timur province), Kota Gorontalo district (Gorontalo province), Lebak, Pandeglang, Tangerang districts (Banten province), Dki Jakarta province",-8.1733118,113.7009312
"Wum, Mbengwi, Bafut, Bamenda, Ndop districts",5.9549454,10.137827
"Morbihan, Finistère districts (Bretagne province); Redon, Guipry cities (Ille-et-Vilaine district), Quimperlé, Quimper cities (Finistere district) (Bretagne province), Caen, Louvigny cities (Calvados district, Basse-Normandie province)",47.824931,-1.841174
"Athens city, Cap Sounion (Attikis district, Attiki province), Corinth (Korinthias district, Peloponnisos province), Zakynthos island (Zakynthou district, Ionioi Nisoi province)",37.9386365,22.9322383
Jutapia province,14.2744501,-89.87857650000001
"Cipanas village (Lebak district, Banten province)",-6.5455763,106.3996199
"Sangihe chains (Kepulauan-sangihe district, Sulawesi Utara province)",3.5303212,125.5438967
"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",21.5222203,70.4579436
"Uttar Pradesh, Bihar, Punjab provinces",25.9644427,85.2722472
Siliguri (West Bengal),26.7271012,88.39528609999999
Venezia district (Veneto province),45.4408474,12.3155151
"Ust Kamenogorsk area (Ulan district, Vostochno-kazachstanskaya province)",49.97492949999999,82.6017244
Nairobi district (Nairobi province),-1.2920659,36.8219462
Embu town,-0.5388381,37.4596409
"Seoul, Kyonggi-do, Chungchongnam-do, Kyongsangbuk-do, Kyongsangnam-do provinces",35.36956300000001,128.2570135
Matale district (Central province),7.4659646,80.6234259
"Nhacolo town (Tambara district, Manica province), Nova Mambone area (Govuro district, Inhambane province), Nicoadala, Namacurra, Pebane, Chinde, Maganja da Costa, Morrumbala, Mopeia, Cidade de Quelimane districts (Zambezia province), Cidade da Beira, Buzi, Chibabava, Dondo, Marromeu, Nhamatanda, Caia, Chemba districts (Sofala province),Mutarara, Zumbo, Magoe, Macanga, Cidad de Tete districts (Tete province), Massangena district (Gaza province)",-20.9884065,35.0204985
"Chikwawa, Nsanje, Machinga, Blantyre, Phalombe, Zomba, Mangochi, Thyolo, Mwanza districts (Southern Region province), Dedza, Nkhotakota, Salima, Mchinji, Kasungu districts (Southern Region province), Karonga districts (Southern Region province)",-15.450765,34.6414028
Laprak village (Gorkha district),28.2212058,84.79681819999999
"AR, MO Illinois, Kentucky, Tennessee",35.5174913,-86.5804473
"Yar Husain, Rawalpindi, Peshawar",34.0151366,71.5249154
Coast of Azov Sea to Krasnodar Kuban region,45.036035,38.97457060000001
"IA, Wisconsin, SD, MN, Illinois, Indianaa, MO, MI, Ohio",43.7844397,-88.7878678
"Texas, Tennessee, LA, Arkansas, MS, North Carolina, South Carolina",35.20105,-91.8318334
"Florida, Mississippi, Alabama, Lousiana",30.5190775,-91.5208624
,,
"Arequipa, Lima, La Libertad, Lambayeque, ancash and Cuzco departments",-9.3250497,-77.5619419
"Tumbes, Piura, Lambayeque & Lima Departments",-3.5564921,-80.4270885
"E and W Samar, Cagayan, Pampanga, Bulacan, Isabela, Quenzon, W Mindoro, Palawan, Masbate, Albay, Sorsogon, Catanduanes, Aklan, Capiz, Antique, Iloilo, Leyte",15.079409,120.6199895
All country,,
,,
,,
Tahiti,-17.6509195,-149.4260421
"Jasi, Bucarest Departments",44.4267674,26.1025384
Kazakstan border,48.019573,66.923684
Tartarstan,55.1802364,50.7263945
,,
"Northern, Western ",,
,,
Basakana Island,-8.312317199999999,160.5830122
,,
,,
"Bay, Lower Shabelle, Upper and Lower Juba, Baidoa, Kismayo, Mogadishu",-0.3560455,42.5460573
"Lacs, Oti, Kpendjal prefectures",10.8902283,0.2244662
Haapai Isl.,-19.75,-174.366667
Kayseri,38.720489,35.48259700000001
"Tainan, Kaohsiung, Pintung, Yulin counties",22.6272784,120.3014353
,,
,,
"Illinois, Wisconsin, Indiana, MI",43.7844397,-88.7878678
"Iowa, Indiana, , Illinois, Ohio, MI, Wisconsin",43.7844397,-88.7878678
"North Carolina, Virginia, South Carolina",33.836081,-81.1637245
"Texas, Louisiana",31.9685988,-99.9018131
,,
"Khanh Hoa, Phu Yen, Quang Nam, Ninh Thuan, Quang Ngai, Ben Tre, Bihn Thuan, Ca Mau provinces",10.2433556,106.375551
Umtata,-31.6066839,28.7780987
Plettenberg Bay,-34.0562435,23.3703309
Limpopo,-23.4012946,29.4179324
"Chipinge District (Manicaland Province), Chiredzi District (Masvingo Province) and Matabeleland North Province",-20.1938273,32.6205674
Southern (Matabeleland),-19.7992141,28.299435
"Pentecost, Ambrym, Paama, Epi Islands",-16.7410985,168.2703951
"Louisiana, Kansas, Arkansas, Montana, Oklahoma, Tennessee, Texas",35.5174913,-86.5804473
"Mississippi, Louisiana, Texas",31.9685988,-99.9018131
"Oklahoma, Texas, Lousiana, Arkansas",35.20105,-91.8318334
"Northern Darfur, Northern Kordofan, Red Sea provinces",15.170596,29.4179324
"Artigas, Salto, Paysandu, Rio Negro, Cerro Largo, Tacuarembo, Rivera Departments",-32.316837,-58.08005370000001
Arequipa Area,-16.4090474,-71.53745099999999
"Duzce, Bolu, Kaynasli",40.776033,31.303863
"Nantou, Taichung County",23.9179593,120.6775164
"Binh Thuan, Lam Dong, Dac Lac and Dong Nai ",11.5752791,108.1428669
Durban city (KwaZulu Natal Province),-29.85868039999999,31.0218404
"Savanes, Kara, Plateaux and Maritime regions",9.6783614,-5.5617279
"Indiania, Illinois, Iowa, Montania, Ohio",40.4172871,-82.90712300000001
"Iowa, Illinois, Indiana, Kansas, Michigan, Texas",31.9685988,-99.9018131
"Concepcion, San Pedro Department, Alto Paraguay, Boqueon, Presidente Hayes",-24.1948668,-56.56164700000001
"Texas, Oklahoma, Arkansas, Missouri, Louisiana, Mississippi, Alabama, Georgia, Florida, South and NOrth Carolina, Tennessee, Illinois, Indiana, Ohio, Pennsylvania, West Virginia, Virginia, Maryland, Delaware, New Jersey, New York, Connecticut, Rhode Islands, Massachusetts, Maine",39.4489351,-91.05152559999999
"Thar, Kohistan, Kachoo (Sindh province), Lasbela, Kharan, Chaghi, Loralai,Zhob, Khuzdar, Kalat, Killa Saifullah, Pshin districts (Baluchistan Province)",31.0140328,68.3339275
"Illinois, Missouri, Wisconsin, Ohio, Sth.Carolina, Ohlahoma, Kentucky, Indiana, Tennessee, Nth.Carolina, Kansas, Georgia, Arkansas, Maryland, Nebraska, N-York, Pennsylvania, Louisiana, Michigan, Minnesota, Alabama",37.6617176,-86.87721359999999
"Thatta, Umer Kot, Mirpu, Badin, Hyderabad, Tharparker (cities) - Level 1 = Baluchistan, Jammu and Kasmir, Sind",25.354928,69.7376286
"North Carolina, Florida, South Carolina, Virginia, Maryland, Pennsylvania, New Jersey, New York, Delaware, Rhode Island, Connecticut, Massachusetts, Vermont",41.2033216,-77.1945247
"Umutura village (Rubavu district, West/Iburengerazuba province), Kibungo village (Ngoma district, East/Iburasirazuba province), Gitamara village (Muhanga district, South/Amajyepfo province), Butare village (Huye district, South/Amajyepfo province), Gikongoro village (Nyamagabe district, South/Amajyepfo province), Kigali City/Umujyi wa Kigali province",-1.6479132,29.3482646
"Ceel Barde, Rab Dhuure, Tayeeglow, Xudur districts (Bakool province), Garbahaarey, Baardheere districts (Gedo province), Bay, Hiraan provinces ",4.7465849,43.9436788
"Abim, Amudat, Kaabong, Kotido, Moroto, Nakapiripirit, Napak provinces",1.9534181,34.9437716
,,
"Dadu, Level 1 = Sind",26.7340581,67.77948169999999
"Sanjzvi, Dukki, Thal, Harnai (Valley of Ziarat), Level 1: N.W.F.P., Baluchistan",30.3939002,67.71689049999999
"Kasur (Near Lahore), Level 1 = Punjab",31.5203696,74.35874729999999
,,
"Yaviza, Lajas Blancas, Penitas",8.157786999999999,-77.6918093
"Quispillacta, Chuschi area (Ayacucho Department)",-13.583876,-74.3547829
Sicsi,,
Loretto department,-4.232472899999999,-74.21793260000001
"Iquitos (Loreto province), ",-3.7437644,-73.2515532
Luzon (Manila Region),14.6090537,121.0222565
"Iligan city, towns of Kauswagan, Linamon and Bacolod (Lanao del Norte Province, Mindanao islands)",8.0873822,124.0752783
"Rizal, Pangasinan, Pampanga and Bulacan Provinces",15.8949055,120.2863183
Surigao del Sur Province,8.5404906,126.1144758
South of Philippines,12.879721,121.774017
Compostela Valley (Mindanao Isl.),7.6659683,126.084695
Nord du pays,,
Manilla,14.5995124,120.9842195
"Provinces Of Cagayan, Ilocos, Sur, Pangasinan, La Union",15.8949055,120.2863183
Pangasinan Province,15.8949055,120.2863183
Gingoog,8.8229902,125.0976355
Regions II - Batanes,20.4485074,121.9708129
Region III - Zambales,15.5081766,119.9697808
Region III,15.4827722,120.7120023
"Regions I, II, III and CAR",,
Region III,15.4827722,120.7120023
"Regions V, VIII",,
"Regions V, VI, VII",,
"Ouest de la PNG, Ibongu district",,
,,
,,
,,
"Kaesong, Kaepung, Panmun, Changpung (cities) Level 1 = Kaesong",37.95445840000001,126.4526678
"Asunción, Central, Amabay, Alto Paraná",-25.2637399,-57.57592599999999
,,
Northern and western,,
"Suceava, Iasi, Bacau, Neamt, Constanta, Botosan",47.1584549,27.6014418
,,
"Makhachkala (Dagestan, Causacus)",42.9777885,47.5146913
Kizilyurt area (Dagestan),43.2038354,46.8663546
"Choïa District, Altai Republic (Sibérie)",50.6181924,86.2199308
"Primorié Région, Ile de Sakhaline (Sibérie)",50.6909848,142.9505689
"Kamchatkam, Magadam, Stukotka",56.1327377,159.5314398
Moscou,55.755826,37.6173
"Vladivostok, Kharbarovsk, Birobijan",48.7879712,132.9306664
"Central, North-Western Siberian And Far-Eastern Regions Of Russian Federation",61.01370970000001,99.1966559
Volgograd Region,49.7604522,45.0
"Primorskiy (Chuguyevka village, Partizansk town)",43.1175916,133.1194905
"Kayenzi, Nyabikenke and Rutobwe (Gitarama and Kigali Prefecture)",-1.9440727,30.0618851
"Ruhengeri Province, Ngamara plateau",-1.5007223,29.6325193
"Ruhengeri health region (Cyabingo, Kigombe and Nyakinama communes)",-5.2948546,39.0611301
Pibor (Jonglei state),6.8001687,33.126717
"Northern, River Nile, Kassala, Al Gezira, White Nile, North Kordofan, South Darfur, Unity State, Khartoum",8.9277211,29.7889248
Sheikh Sherif (Dongola),,
"Kutum, Kebkabya & El fasher, North Dafur State",13.6197501,25.3548713
"Malakal, Upper Nile Sate",9.5279875,31.6682347
Kadugli (Southern Kordofan),11.0105443,29.7136456
"Padak, Mading, Wanding, Lankien, Akobo and Burmat, Jonglei region",7.181961899999999,32.3560952
Casamance,12.5626345,-16.2665509
"Kaolack, Thies & Ziguinchor",12.5641479,-16.2639825
Freetown,8.4656765,-13.2317225
,,
many area of the country,,
"Rancho Grande, Traura",,
Bosaso Town,11.2755407,49.1878994
,,
"Belgrade, Podunavlje, Sumadija, Morava, Pomoravlje & Bor Districts (Serbia)",44.20574536720186,21.22756176735834
"Kikinda, Novo Milosevo, Loznica, Valjevo, Smederevska Palanka (Serbia)",44.3653597,20.9590274
"Pec, Djakovica region (Serbia- Kosovo)",42.3844104,20.4285021
"Southwest, Northern and Central Regions",,
,,
,,
"Batha, Biltine, Chari-Baguirmi, Guera, Kanem, Lac, Mayo-Kebbi, Moyen-Char, Ati",15.0036685,20.5215459
"Prachuap Khiri Khan, Phetchaburi, Ratchaburi, Kanchanaburi, Lop Buri, Phitsanulok, Phichit, Nakhon Sawan, Satun, Phuket",6.6120518,100.0723349
"Surat Thani, Nakhon Si Thammarat, Chumphon Provinces",9.134194899999999,99.3334198
"Nakorn Srithammarat, Surat Thani, Songkla Provinces",9.134194899999999,99.3334198
"Chantaburi, Trad, and Ubol Ratchathani Provinces",12.6112485,102.1037806
Mae Hong Son & Tak Provinces,18.7370307,97.87216
"Yala, Pattani, Narathiwat, Songkhla, Chumphon Provinces",7.189765899999998,100.5953813
,,
"Ashd and Aini Districts (Leninabad Region), Gharm District, Jirgatal (Karategin Valley) and Darvaz District (Gorno-Badakhstan)",39.3960229,68.533658
Leninabad Region,39.5155326,69.097023
Kulob,37.9273983,69.8001762
"Izmit, Kocaeli, Yalova, Golcuk, Zonguldak, Sakarya, Tekirdag, Istanbul, Bursa, Eskisehir, Bolu",40.9780919,27.511674
"Kocaeli, Bursa, Istanbul, Sakarya, Yalova Provinces",40.7654408,29.9408089
Marmaris,36.854936,28.270878
Izmit,40.7654408,29.9408089
Sakarya Province,40.7730743,30.3948169
Chiayi City (municipality) - Jiayi Province,23.4800751,120.4491113
Rukwa,-8.0109444,31.4456179
Bundibugyo District,0.6851763,30.0202964
Arua District,3.0017601,30.9876321
Bundibugyo District,0.6851763,30.0202964
,,
"Tennessee, Arkansas, Indiana, Alabama, Texas, Montana, Lousiana, Missouri, Georgia",39.4489351,-91.05152559999999
Central Georgia,32.8125938,-83.69185379999999
"Oklahoma, Kansas, Nebraska, Texas, Arkansas, Lousiana, Missouri, Alabama, Florida, Georgia, Illinois, Indiana, Kentucky, North Carolina, Ohio, South carolina, Tennessee, Missouri",39.4489351,-91.05152559999999
Salt Lake City (Utah,40.7607793,-111.8910474
Tennessee,35.5174913,-86.5804473
Kennedy county (Texas),26.8697147,-97.69822719999999
"Bahamas, Floride",27.6648274,-81.5157535
"Bahamas, North Carolina, Virginia",36.1659762,-78.87667379999999
Florida,27.6648274,-81.5157535
California,36.778261,-119.4179324
Nebraska,41.4925374,-99.9018131
"Kentucky, Maryland, Ohio, Pennsylvania, Virginia , West Virginia",40.4172871,-82.90712300000001
"North Carolina, Oregon, West Virginia",38.5976262,-80.4549026
"Tillamook, Lincoln counties (Oregon coast)",45.4562158,-123.8440137
Col du Kamchik,,
,,
"Anzoategui, Delta Amacuro, Portuguesa, Bolivar, and Miranda states",8.8499307,-61.14031960000001
"Federal district Caracas, Miranda, Vargas, Nueva Esparta, Yaracury, Falcon, Carabobo, Zulia, Tachira",10.4805937,-66.90360629999999
Lara Region,,
St.Croix,17.7245968,-64.83479919999999
Baie d'Halong - Quang Ninh Province,20.9100512,107.1839024
"Da Nang, Quang Nam, Thanh Hoa, Nghe An, Ha Tinh, Quang Binh, Quang Tri, Thua Thien Hue, Quang Ngai, Binh Dinh",16.7403074,107.1854679
"Thua Thien Hue, Khanh Hoa, Phu Yen, Binh Dinh, Quang Ngai, Quang Nam, Danang and Khanh Hoa.",16.467397,107.5905326
Central - North regions,-2.0953182,-58.3716902
,,
Socotra Archipelago,12.4634205,53.8237385
"Surrey Estate, Manenberg, Gugulethu (Cap Town Region)",-33.9749525,18.5433482
city of Durban (Kwazulu-Natal Province),-29.85868039999999,31.0218404
Cap Oriental,-32.2968402,26.419389
"Mount Ayliff, Kokstad",-30.5096279,29.4063234
Kinshasa,-4.3032527,15.310528
Durba (Watsa Zone),,
"Kaputa, Chiegi Districts",,
"Lusaka, Ndola District",-15.3875259,28.3228165
Kaputa District,-8.5441778,29.6962677
"Lusaku district (Central Province), Chilubi and Samfya districts (northern Province)",-11.3620219,29.5513689
"Harare, districts bordering Mozambique",-18.665695,35.529562
Zvimba District,-17.4625742,30.4357631
"Taipei, Pingtung, Kaohsiung areas (Taiwan Sheng province)",25.0329636,121.5654268
"Hipre village (Uraya area, Angaraes district, Huancavelica province)",-12.9900984,-74.6868815
"Agusan del Sur, Agusan del Norte, Surigao del Sur districts (Region XIII province), Davao Oriental, Davao del Norte, Compostela districts (Region XI province)",8.046388799999999,126.0615384
Ougklegorsk region (Sakhalinskaya Oblast Province),49.0796559,142.063087
"Kentucky, Ohio provinces",37.8393332,-84.2700179
"Morris, Sussex districts (New Jersey province)",40.8336038,-74.54632819999999
"Duke of York island (Kokopo district, East New Britain province), New Ireland, Northern Solomons provinces",-4.1666002,152.4621561
"Chiawa area (Kafue district, Lusaka province)",-15.8923004,29.0423559
"Newcastle town (Amajuba district, KwaZulu-Natal province",-27.7138429,29.9971769
"Alabama, Georgia, Louisiana, North Carolina, South Carolina, Tennessee, Virginia, New York, Pennsylvania, Massachussetts provinces",40.7127753,-74.0059728
"Adana, Adiyaman, Afyon, Agri, Aksaray, Amasya, Ankara, Antalya, Ardahan, Artvin, Aydin, Balikesir, Bartin, Batman, Bayburt, Bilecik, Bingol, Bitlis, Bolu, Burdur, Bursa, Canakkale, Cankiri, Corum, Denizli, Diyarbakir, Edirne, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Giresun, Gumushane, Hakkari, Hatay, Icel, Igdir, Isparta, Istanbul, Izmir, K.maras, Karabuk, Karaman, Kars, Kastamonu, Kayseri, Kilis, Kirikkale, Kirklareli, Kirsehir, Kocaeli, Konya, Kutahya, Malatya, Manisa, Mardin, Mugla, Mus, Nevsehir, Nigde, Ordu, Osmaniye, Rize, Sakarya, Samsun, Sanliurfa, Siirt, Sinop, Sirnak, Sivas, Tekirdag, Tokat, Trabzon, Tunceli, Usak, Van, Yalova, Yozgat, Zonguldak provinces",39.719074,43.050591
Wyoming province,43.0759678,-107.2902839
Metropolitan Manila district (NCR province),14.5995124,120.9842195
"National Capital region (NCR), Region III (Central Luzon) provinces",14.6090537,121.0222565
"Kangwon-do, Hamgyong-bukto, Hamgyong-namdo, Yanggang-do, P'yongan-bukto, Hwanghae-bukto, Kaesong-si provinces",37.8537764,126.5661908
"Texas, Oklahoma, New Mexico, Arkansas, Missouri, Minnesota provinces",46.729553,-94.6858998
Canterbury province,-43.7542275,171.1637245
Canterbury province,-43.7542275,171.1637245
Punjab province,31.1704063,72.7097161
Loralai district (Baluchistan province),30.30714609999999,68.81088489999999
"Tharparkar, Sindh Province",24.8776767,70.2408325
Punjab province,31.1704063,72.7097161
Chiriqui province,,
"Arma village (La Convenci?n district, Cusco province)",-13.5450066,-71.97569899999999
"Cajamarca, Lambayeque",-6.7077037,-79.9016224
Metropolitan Manila district (National Capital region (NCR) province),14.5995124,120.9842195
"Apayao, Kalinga districts (Cordillera Administrative region (CAR) province)",17.4740422,121.3541631
"Legazpi City area (Albay district, Region V (Bicol region) province)",13.1390621,123.7437995
Tawi-Tawi district (ARMM province),5.133811,119.950926
National Capital region (NCR) province,14.6090537,121.0222565
"Caloocan, Manioma, Quezon cities (Metropolitan Manila district, National Capital region (NCR) province), Mindoro Oriental district (Region IV (Southern Tagalog) province), Cavite, Rizal districts (Region IV-A (Calabarzon) province), Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Region I (Ilocos region), Region III (Central Luzon) provinces",14.7565784,121.0449768
"Cavite district (Region IV-A (Calabarzon) province), Sorsogon, Catanduanes, Albay districts (Region V (Bicol region) province), Metropolitan Manila district (National Capital region (NCR) province), Samar districts (Region VIII (Eastern Visayas) province)",14.6090537,121.0222565
"Metropolitan Manila district (National Capital region (NCR) province), Rizal, Laguna districts (Region IV-A (Calabarzon) province), Cagayan, Nueva Vizcaya districts (Region II (Cagayan Valley) province)",16.3301107,121.1710389
"Autonomous region in Muslim Mindanao (ARMM), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces Central Philippines",8.496129999999999,123.3034062
Zamboanga,6.9214424,122.0790267
"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces",52.2274612,15.2559103
"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guarda, Leiria, Lisboa, Portalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu provinces",41.6918275,-8.8344101
"Alto Paraguay, Alto Parana, Amambay, Boqueron, Caaguazu, Caazapa, Canindeyu, Central, Concepcion, Cordillera, Guaira, Itapua, Misiones, Neembucu, Paraguari, Presidente Hayes, San Pedro provinces",-25.6075546,-54.9611836
"Arrondissement du vent, Arrondissement sous le vent provinces",,
"Bihor, Satu Mare, Cluj, Salaj, Mures provinces",47.8016702,22.8575926
"Hunedoara, Maramures, Cluj, Mures, Bistrita Nasaud provinces",45.7678128,22.9072331
"Alba, Arad, Bihor, Bistrita, Botosani, Brasov, Caras-Severin, Cluj, Harghita, Hunedoara, Mamamures, Mures, Olt, Satu-Mare, Salaj, Timis provinces",46.3396282,25.3796778
"Bucuresti, Dolj provinces",44.4267674,26.1025384
"Dolj, Mehedinti, Teleorman, Olt, Constanta, Braila, Vaslui, Botosani provinces",44.0160491,25.2986628
"Chukotskiy Okrug, Kamchatskaya Oblast, Koryakskiy Okrug provinces",43.4972212,16.2199014
"Bolshoi, Dalnegorsk (Primorskiy Kray)",44.556083,135.5674263
"Kurgan, Orenburg (Chelyabinskaya Oblast province)",54.43194219999999,60.87889629999999
"Primorskiy Kray, Khabarovskiy Kray, Sakhalinskaya Oblast provinces",49.9807847,143.3738129
Transcaucasian (Severnaya Osetiya-alaniya Rep. Province),43.0451302,44.2870972
"Primorskiy Kray, Khabarovskiy Kray, Sakhalinskaya Oblast, Yevreyskaya A. Oblast provinces",49.9807847,143.3738129
Moskva province,55.755826,37.6173
"Bashkortostan Rep., Chuvashiya Rep., Kirovskaya Oblast, Komi-permyatskiy Okrug, Mariy-el Rep., Mordoviya Rep., Nizhegorodskaya Oblast, Penzenskaya Oblast, Permskaya Oblast, Samarskaya Oblast, Tatarstan Rep., Udmurtiya Rep., Ulyanovskaya Oblast provinces (Volga Region), Chechnya Rep., Dagestan Rep., Ingushetiya Rep., Kabardino-balkariya Rep., Karatchayevo-cherkesiya Rep., Severnaya Osetiya-alaniya Rep provinces (North Caucasus region), Moskva, Moskovskaya Oblast, Belgorodskaya Oblast, Bryanskaya Oblast, Ivanovskaya Oblast, Kaluzhskaya Oblast, Kostromskaya Oblast, Kurskaya Oblast, Lipetskaya Oblast, Orlovskaya Oblast, Ryanzanskaya Oblast, Smolenskaya Oblast, Tambovskaya Oblast, Tulskaya Oblast, Tverskaya Oblast, Vladimirskaya Oblast, Voronezhskaya Oblast, Yaroslavskaya Oblast provinces (Central region)",53.9793357,47.7762426
"Moskva, Moskovskaya Oblast provinces",55.340396,38.2917651
Koryakskiy Okrug province,53.3208333,158.7127778
"Buryatiya Rep., Irkutskaya Oblast, Chitinskaya Oblast, Aginskiy Buryatskiy A. Okrug provinces",56.13214199999999,103.948625
"Komi Rep., Arkhangelskaya Oblast provinces",63.2852803,42.5884191
Khabarovskiy Kray province,50.5888431,135.0
"Amurskaya Oblast, Khabarovskiy Kray, Primorskiy Kray, Yevreyskaya A. Oblast provinces (Amour region)",50.5888431,135.0
Tatarstan,55.1802364,50.7263945
Orenburg region,51.76340260000001,54.6188188
Chechnya,43.4023301,45.7187468
Serpukhov,54.9179562,37.4229963
"Krymsky, Severskiy, Abinskiy districts (Krasnodarskiy Kray province)",45.223333,39.92749999999999
